id,ver,o0,o1,o2,name
3807,2,49,39,11,"Регулярные перевозки пассажиров автобусами в междугородном сообщении"
3808,2,49,39,12,"Регулярные перевозки пассажиров автобусами в международном сообщении"
3809,2,49,39,13,"Специальные перевозки (для собственных нужд) автобусами"
3810,2,49,39,2,"Перевозка пассажиров фуникулерами, подвесными канатными дорогами и лыжными подъемниками, не являющимися частью внутригородской, пригородной или городской и пригородной транспортных систем"
3811,2,49,39,3,"Перевозки пассажиров сухопутным транспортом по заказам"
3812,2,49,39,31,"Перевозки пассажиров арендованными автобусами с водителем"
3813,2,49,39,32,"Перевозка пассажиров автобусами по туристическим или экскурсионным маршрутам"
3814,2,49,39,33,"Перевозка пассажиров автобусами в городском и пригородном сообщении по заказам, за исключением перевозки арендованными автобусами с водителем и по туристическим или экскурсионным маршрутам"
3815,2,49,39,34,"Перевозка пассажиров автобусами в междугородном и международном сообщении по заказам, за исключением перевозки арендованными автобусами с водителем и по туристическим или экскурсионным маршрутам"
3816,2,49,39,35,"Перевозка пассажиров транспортными средствами, приводимыми в движение человеком или животными"
3817,2,49,39,39,"Перевозки пассажиров сухопутным транспортом прочие, не включенные в другие группировки"
3818,2,49,4,0,"Деятельность автомобильного грузового транспорта и услуги по перевозкам"
3819,2,49,41,0,"Деятельность автомобильного грузового транспорта"
3820,2,49,41,1,"Перевозка грузов специализированными автотранспортными средствами"
3821,2,49,41,2,"Перевозка грузов неспециализированными автотранспортными средствами"
3822,2,49,41,3,"Аренда грузового автомобильного транспорта с водителем"
3823,2,49,42,0,"Предоставление услуг по перевозкам"
3824,2,49,5,0,"Деятельность трубопроводного транспорта"
3825,2,49,50,0,"Деятельность трубопроводного транспорта"
3826,2,49,50,1,"Транспортирование по трубопроводам нефти и нефтепродуктов"
3827,2,49,50,11,"Транспортирование по трубопроводам нефти"
3828,2,49,50,12,"Транспортирование по трубопроводам нефтепродуктов"
3829,2,49,50,2,"Транспортирование по трубопроводам газа и продуктов его переработки"
3830,2,49,50,21,"Транспортирование по трубопроводам газа"
3831,2,49,50,22,"Транспортирование по трубопроводам продуктов переработки газа"
3832,2,49,50,3,"Сухопутная конвейерная транспортировка угля"
3833,2,49,50,9,"Деятельность трубопроводного транспорта прочая"
3834,2,50,0,0,"Деятельность водного транспорта"
3835,2,50,1,0,"Деятельность морского пассажирского транспорта"
3836,2,50,10,0,"Деятельность морского пассажирского транспорта"
3837,2,50,10,1,"Перевозка пассажиров морскими судами заграничного плавания"
3838,2,50,10,11,"Перевозка пассажиров морскими судами заграничного плавания, подчиняющимися расписанию"
3839,2,50,10,12,"Перевозка пассажиров морскими судами заграничного плавания, не подчиняющимися расписанию"
3840,2,50,10,2,"Перевозка пассажиров морскими судами каботажного плавания"
3841,2,50,10,21,"Перевозка пассажиров морскими судами каботажного плавания, подчиняющимися расписанию"
3842,2,50,10,22,"Перевозка пассажиров морскими судами каботажного плавания, не подчиняющимися расписанию"
3843,2,50,10,3,"Аренда морских судов заграничного и каботажного плавания для перевозки пассажиров с экипажем"
3844,2,50,10,31,"Аренда морских судов заграничного плавания для перевозки пассажиров с экипажем"
3845,2,50,10,32,"Аренда морских судов каботажного плавания для перевозки пассажиров с экипажем"
3846,2,50,10,39,"Аренда прочих морских судов для перевозки пассажиров с экипажем"
3847,2,50,2,0,"Деятельность морского грузового транспорта"
3848,2,50,20,0,"Деятельность морского грузового транспорта"
3849,2,50,20,1,"Перевозка грузов морскими судами заграничного плавания"
3850,2,50,20,11,"Перевозка замороженных или охлажденных грузов судами-рефрижераторами заграничного плавания"
3851,2,50,20,12,"Перевозка нефти морскими судами-танкерами заграничного плавания"
3852,2,50,20,13,"Перевозка прочих жидкостей или газов морскими судами-танкерами заграничного плавания"
3853,2,50,20,14,"Перевозка контейнерных грузов судами-контейнеровозами заграничного плавания"
3854,2,50,20,15,"Перевозка сухих сыпучих грузов морскими судами заграничного плавания"
3855,2,50,20,16,"Транспортирование (перевозка) ядерных материалов, радиоактивных веществ, радиационных источников, частей ядерных установок, радиоактивных отходов морскими судами заграничного плавания"
3856,2,50,20,19,"Перевозка прочих грузов морскими судами заграничного плавания"
3857,2,50,20,2,"Перевозка грузов морскими судами каботажного плавания"
3858,2,50,20,21,"Перевозка замороженных или охлажденных грузов судами-рефрижераторами каботажного плавания"
3859,2,50,20,22,"Перевозка нефти морскими судами-танкерами каботажного плавания"
3860,2,50,20,23,"Перевозка прочих жидкостей или газов морскими судами-танкерами каботажного плавания"
3861,2,50,20,24,"Перевозка контейнерных грузов судами-контейнеровозами каботажного плавания"
3862,2,50,20,25,"Перевозка сухих сыпучих грузов морскими судами каботажного плавания"
3863,2,50,20,26,"Транспортирование (перевозка) ядерных материалов, радиоактивных веществ, радиационных источников, частей ядерных установок, радиоактивных отходов морскими судами каботажного плавания"
3864,2,50,20,29,"Перевозка прочих грузов морскими судами каботажного плавания"
3865,2,50,20,3,"Аренда морских судов заграничного и каботажного плавания для перевозки грузов с экипажем"
3866,2,50,20,31,"Аренда морских судов заграничного плавания для перевозки грузов с экипажем"
3867,2,50,20,32,"Аренда морских судов каботажного плавания для перевозки грузов с экипажем"
3868,2,50,20,4,"Буксировка и маневровые услуги, оказываемые судами заграничного и каботажного плавания"
3869,2,50,20,41,"Буксировка судами заграничного и каботажного плавания"
3870,2,50,20,42,"Деятельность по оказанию маневровых услуг судами заграничного и каботажного плавания"
3871,2,50,3,0,"Деятельность внутреннего водного пассажирского транспорта"
3872,2,50,30,0,"Деятельность внутреннего водного пассажирского транспорта"
3873,2,50,30,1,"Перевозка пассажиров по внутренним водным путям"
3874,2,50,30,2,"Аренда судов внутреннего водного транспорта для перевозки пассажиров с экипажем"
3875,2,50,4,0,"Деятельность внутреннего водного грузового транспорта"
3876,2,50,40,0,"Деятельность внутреннего водного грузового транспорта"
3877,2,50,40,1,"Перевозка грузов по внутренним водным путям"
3878,2,50,40,2,"Буксировка и маневровые услуги на внутренних водных путях"
3879,2,50,40,3,"Аренда судов внутреннего водного транспорта для перевозки грузов с экипажем"
3880,2,51,0,0,"Деятельность воздушного и космического транспорта"
3881,2,51,1,0,"Деятельность пассажирского воздушного транспорта"
3882,2,51,10,0,"Деятельность пассажирского воздушного транспорта"
3883,2,51,10,1,"Перевозка воздушным пассажирским транспортом, подчиняющимся расписанию"
3884,2,51,10,2,"Перевозка воздушным пассажирским транспортом, не подчиняющимся расписанию"
3885,2,51,10,3,"Аренда воздушного судна с экипажем для перевозки пассажиров"
3886,2,51,2,0,"Деятельность грузового воздушного транспорта и космического транспорта"
3887,2,51,21,0,"Деятельность грузового воздушного транспорта"
3888,2,51,21,1,"Перевозка воздушным грузовым транспортом, подчиняющимся расписанию"
3889,2,51,21,2,"Перевозка воздушным грузовым транспортом, не подчиняющимся расписанию"
3890,2,51,21,3,"Аренда грузовых воздушных судов с экипажем"
3891,2,51,22,0,"Деятельность космического транспорта"
3892,2,51,22,1,"Перевозка пассажиров космическим транспортом"
3893,2,51,22,2,"Перевозка грузов космическим транспортом"
3894,2,51,22,3,"Запуск ракет космического назначения и выведение космических объектов на орбиту"
3895,2,51,22,4,"Деятельность космических лабораторий"
3896,2,52,0,0,"Складское хозяйство и вспомогательная транспортная деятельность"
3897,2,52,1,0,"Деятельность по складированию и хранению"
3898,2,52,10,0,"Деятельность по складированию и хранению"
3899,2,52,10,1,"Хранение и складирование замороженных или охлажденных грузов"
3900,2,52,10,2,"Хранение и складирование жидких или газообразных грузов"
3901,2,52,10,21,"Хранение и складирование нефти и продуктов ее переработки"
3902,2,52,10,22,"Хранение и складирование газа и продуктов его переработки"
3903,2,52,10,23,"Хранение и складирование прочих жидких или газообразных грузов"
3904,2,52,10,3,"Хранение и складирование зерна"
3905,2,52,10,4,"Хранение ядерных материалов и радиоактивных веществ"
3906,2,52,10,9,"Хранение и складирование прочих грузов"
3907,2,52,2,0,"Деятельность транспортная вспомогательная"
3908,2,52,21,0,"Деятельность вспомогательная, связанная с сухопутным транспортом"
3909,2,52,21,1,"Деятельность вспомогательная, связанная с железнодорожным транспортом"
3910,2,52,21,11,"Предоставление железнодорожных маневровых или буксировочных услуг"
3911,2,52,21,12,"Деятельность железнодорожных пассажирских вокзалов и грузовых терминалов"
3912,2,52,21,13,"Деятельность железнодорожной инфраструктуры"
3913,2,52,21,19,"Деятельность вспомогательная прочая, связанная с железнодорожным транспортом"
3914,2,52,21,2,"Деятельность вспомогательная, связанная с автомобильным транспортом"
3915,2,52,21,21,"Деятельность автовокзалов и автостанций"
3916,2,52,21,22,"Деятельность по эксплуатации автомобильных дорог и автомагистралей"
3917,2,52,21,23,"Деятельность по эксплуатации мостов и тоннелей"
3918,2,52,21,24,"Деятельность стоянок для транспортных средств"
3919,2,52,21,25,"Деятельность по буксировке автотранспортных средств"
3920,2,52,21,29,"Деятельность вспомогательная прочая, связанная с автомобильным транспортом"
3921,2,52,21,3,"Деятельность вспомогательная, связанная с трубопроводным транспортом"
3922,2,52,22,0,"Деятельность вспомогательная, связанная с водным транспортом"
3923,2,52,22,1,"Деятельность вспомогательная, связанная с морским транспортом"
3924,2,52,22,11,"Деятельность инфраструктуры морских портов, включая портовые гидротехнические сооружения (причалы, морские терминалы, доки и др.)"
3925,2,52,22,12,"Обеспечение судоходства в морских и прибрежных водах, включая лоцманскую проводку судов"
3926,2,52,22,13,"Деятельность по постановке судов к причалу, осуществление швартовых операций с судами в морских портах"
3927,2,52,22,14,"Деятельность по навигационному обеспечению судоходства на морском транспорте"
3928,2,52,22,15,"Деятельность аварийно-спасательная и судоподъемная на морском транспорте"
3929,2,52,22,16,"Снабженческое (шипчандлерское) обслуживание судов, включая бункеровку судов топливом, обслуживание судов в период стоянки в портах: агентирование судов, обследовательское (сюрвейерское) обслуживание судов на морском транспорте"
3930,2,52,22,17,"Производство водолазных работ по обслуживанию морских судов"
3931,2,52,22,18,"Деятельность ледокольного флота на морском транспорте"
3932,2,52,22,19,"Деятельность вспомогательная, связанная морским транспортом, прочая, не включенная в другие группировки"
3933,2,52,22,2,"Деятельность вспомогательная, связанная с внутренним водным транспортом"
3934,2,52,22,21,"Деятельность инфраструктуры речных портов и гидротехнических сооружений"
3935,2,52,22,22,"Обеспечение судоходства по внутренним водным путям, в том числе лоцманская проводка судов"
3936,2,52,22,23,"Деятельность по постановке судов к причалу, осуществление швартовых операций в речных портах на внутреннем водном транспорте"
3937,2,52,22,24,"Деятельность по навигационному обеспечению судоходства на внутреннем водном транспорте"
3938,2,52,22,25,"Деятельность аварийно-спасательная и судоподъемная на внутреннем водном транспорте"
3939,2,52,22,26,"Снабженческое (шипчандлерское) обслуживание судов, включая бункеровку судов топливом, обслуживание судов в период стоянки в портах: агентирование судов, обследовательское (сюрвейерское) обслуживание судов на внутреннем водном транспорте"
3940,2,52,22,27,"Производство водолазных работ по обслуживанию судов на внутреннем водном транспорте"
3941,2,52,22,28,"Деятельность ледокольного флота на внутреннем водном транспорте"
3942,2,52,22,29,"Деятельность вспомогательная, связанная с внутренним водным транспортом, прочая, не включенная в другие группировки"
3943,2,52,23,0,"Деятельность вспомогательная, связанная с воздушным и космическим транспортом"
3944,2,52,23,1,"Деятельность вспомогательная, связанная с воздушным транспортом"
3945,2,52,23,11,"Деятельность аэропортовая"
3946,2,52,23,12,"Обеспечение обслуживания (управления) воздушного движения"
3947,2,52,23,13,"Выполнение авиационных работ"
3948,2,52,23,19,"Деятельность вспомогательная прочая, связанная с воздушным транспортом"
3949,2,52,23,2,"Деятельность вспомогательная, связанная с космическим транспортом"
3950,2,52,23,21,"Деятельность наземных центров управления полетами космических объектов в космическом пространстве и центров (пунктов) космической связи"
3951,2,52,23,22,"Деятельность поисковых и аварийно-спасательных служб, в том числе по эвакуации спускаемых аппаратов (капсул), составных частей ракет космического назначения"
3952,2,52,23,23,"Деятельность, связанная с подготовкой космонавтов для работы непосредственно в космическом пространстве"
3953,2,52,23,29,"Деятельность вспомогательная прочая, связанная с космическим транспортом"
3954,2,52,24,0,"Транспортная обработка грузов"
3955,2,52,24,1,"Транспортная обработка контейнеров"
3956,2,52,24,2,"Транспортная обработка прочих грузов"
3957,2,52,29,0,"Деятельность вспомогательная прочая, связанная с перевозками"
3958,2,53,0,0,"Деятельность почтовой связи и курьерская деятельность"
3959,2,53,1,0,"Деятельность почтовой связи общего пользования"
3960,2,53,10,0,"Деятельность почтовой связи общего пользования"
3961,2,53,10,1,"Деятельность почтовой связи, связанная с пересылкой газет и других периодических изданий"
3962,2,53,10,2,"Деятельность почтовой связи, связанная с пересылкой письменной корреспонденции"
3963,2,53,10,3,"Деятельность почтовой связи, связанная с пересылкой посылочной почты"
3964,2,53,10,4,"Деятельность почтовой связи дополнительная"
3965,2,53,10,9,"Деятельность почтовой связи общего пользования прочая"
3966,2,53,2,0,"Деятельность почтовой связи прочая и курьерская деятельность"
3967,2,53,20,0,"Деятельность почтовой связи прочая и курьерская деятельность"
3968,2,53,20,1,"Деятельность специальной почтовой связи"
3969,2,53,20,2,"Деятельность фельдъегерской связи"
3970,2,53,20,21,"Деятельность федеральной фельдъегерской связи"
3971,2,53,20,22,"Деятельность фельдъегерско-почтовой связи"
3972,2,53,20,29,"Деятельность почтовой связи прочая, не включенная в другие группировки"
3973,2,53,20,3,"Деятельность курьерская"
3974,2,53,20,31,"Деятельность по курьерской доставке различными видами транспорта"
3975,2,53,20,32,"Деятельность по доставке еды на дом"
3976,2,53,20,39,"Деятельность курьерская прочая"
3977,2,55,0,0,"Деятельность по предоставлению мест для временного проживания"
3978,2,55,1,0,"Деятельность гостиниц и прочих мест для временного проживания"
3979,2,55,10,0,"Деятельность гостиниц и прочих мест для временного проживания"
3980,2,55,2,0,"Деятельность по предоставлению мест для краткосрочного проживания"
3981,2,55,20,0,"Деятельность по предоставлению мест для краткосрочного проживания"
3982,2,55,3,0,"Деятельность по предоставлению мест для временного проживания в кемпингах, жилых автофургонах и туристических автоприцепах"
3983,2,55,30,0,"Деятельность по предоставлению мест для временного проживания в кемпингах, жилых автофургонах и туристических автоприцепах"
3984,2,55,9,0,"Деятельность по предоставлению прочих мест для временного проживания"
3985,2,55,90,0,"Деятельность по предоставлению прочих мест для временного проживания"
3986,2,56,0,0,"Деятельность по предоставлению продуктов питания и напитков"
3987,2,56,1,0,"Деятельность ресторанов и услуги по доставке продуктов питания"
3988,2,56,10,0,"Деятельность ресторанов и услуги по доставке продуктов питания"
3989,2,56,10,1,"Деятельность ресторанов и кафе с полным ресторанным обслуживанием, кафетериев, ресторанов быстрого питания и самообслуживания"
3990,2,56,10,2,"Деятельность по приготовлению и/или продаже пищи, готовой к непосредственному употреблению на месте, с транспортных средств или передвижных лавок"
3991,2,56,10,21,"Деятельность предприятий общественного питания с обслуживанием на вынос"
3992,2,56,10,22,"Деятельность передвижных продовольственных лавок по приготовлению и/или продаже пищи, готовой к употреблению"
3993,2,56,10,23,"Деятельность вагончиков, палаток по приготовлению и продаже мороженого"
3994,2,56,10,24,"Деятельность рыночных киосков и торговых палаток по приготовлению пищи"
3995,2,56,10,3,"Деятельность ресторанов и баров по обеспечению питанием в железнодорожных вагонах-ресторанах и на судах"
3996,2,56,2,0,"Деятельность предприятий общественного питания по обслуживанию торжественных мероприятий и прочим видам организации питания"
3997,2,56,21,0,"Деятельность предприятий общественного питания по обслуживанию торжественных мероприятий"
3998,2,56,29,0,"Деятельность предприятий общественного питания по прочим видам организации питания"
3999,2,56,29,1,"Деятельность организаций общественного питания, поставляющих готовую пищу (для транспортных и строительных компаний, туристическим группам, личному составу вооруженных сил, предприятиям розничной торговли и другим группам потребителей) по договору"
4000,2,56,29,2,"Деятельность столовых и буфетов при предприятиях и учреждениях"
4001,2,56,29,3,"Деятельность по доставке продуктов питания учебным, спортивным и прочим учреждениям (по льготным ценам)"
4002,2,56,29,4,"Деятельность социальных столовых, буфетов или кафетериев (в офисах, больницах, школах, институтах и пр.) на основе льготных цен на питание"
4003,2,56,3,0,"Подача напитков"
4004,2,56,30,0,"Подача напитков"
4005,2,58,0,0,"Деятельность издательская"
4006,2,58,1,0,"Издание книг, периодических публикаций и другие виды издательской деятельности"
4007,2,58,11,0,"Издание книг"
4008,2,58,11,1,"Издание книг, брошюр, рекламных буклетов и аналогичных изданий, включая издание словарей и энциклопедий, в том числе для слепых, в печатном виде"
4009,2,58,11,2,"Издание книг, брошюр, рекламных буклетов и аналогичных изданий, включая издание словарей и энциклопедий на электронных носителях"
4010,2,58,11,3,"Издание атласов, карт и таблиц, в том числе для слепых, в печатном виде"
4011,2,58,11,4,"Издание атласов, карт и таблиц на электронных носителях"
4012,2,58,12,0,"Издание адресных справочников и списков адресатов"
4013,2,58,12,1,"Издание справочников в печатном виде"
4014,2,58,12,2,"Издание справочников на электронных носителях"
4015,2,58,13,0,"Издание газет"
4016,2,58,13,1,"Издание газет в печатном виде"
4017,2,58,13,2,"Издание газет на электронных носителях"
4018,2,58,14,0,"Издание журналов и периодических изданий"
4019,2,58,14,1,"Издание журналов и периодических публикаций в печатном виде"
4020,2,58,14,2,"Издание журналов и периодических публикаций на электронных носителях"
4021,2,58,19,0,"Виды издательской деятельности прочие"
4022,2,58,2,0,"Издание программного обеспечения"
4023,2,58,21,0,"Издание компьютерных игр"
4024,2,58,29,0,"Издание прочих программных продуктов"
4025,2,59,0,0,"Производство кинофильмов, видеофильмов и телевизионных программ, издание звукозаписей и нот"
4026,2,59,1,0,"Производство кинофильмов, видеофильмов и телевизионных программ"
4027,2,59,11,0,"Производство кинофильмов, видеофильмов и телевизионных программ"
4028,2,59,11,1,"Производство анимационных фильмов"
4029,2,59,11,9,"Производство прочих кинофильмов, видеофильмов и телевизионных программ"
4030,2,59,12,0,"Деятельность монтажно-компоновочная в области производства кинофильмов, видеофильмов и телевизионных программ"
4031,2,59,13,0,"Деятельность по распространению кинофильмов, видеофильмов и телевизионных программ"
4032,2,59,14,0,"Деятельность в области демонстрации кинофильмов"
4033,2,59,2,0,"Деятельность в области звукозаписи и издания музыкальных произведений"
4034,2,59,20,0,"Деятельность в области звукозаписи и издания музыкальных произведений"
4035,2,59,20,1,"Издание аудиовизуальных произведений на магнитных, электронных и цифровых носителях"
4036,2,59,20,2,"Деятельность студий звукозаписи"
4037,2,59,20,3,"Издание музыкальных и нотных тетрадей, в том числе для слепых"
4038,2,60,0,0,"Деятельность в области телевизионного и радиовещания"
4039,2,60,1,0,"Деятельность в области радиовещания"
4040,2,60,10,0,"Деятельность в области радиовещания"
4041,2,60,2,0,"Деятельность в области телевизионного вещания"
4042,2,60,20,0,"Деятельность в области телевизионного вещания"
4043,2,61,0,0,"Деятельность в сфере телекоммуникаций"
4044,2,61,1,0,"Деятельность в области связи на базе проводных технологий"
4045,2,61,10,0,"Деятельность в области связи на базе проводных технологий"
4046,2,61,10,1,"Деятельность по предоставлению услуг телефонной связи"
4047,2,61,10,2,"Деятельность по предоставлению услуг по передаче данных для целей передачи голосовой информации (IР-телефония)"
4048,2,61,10,3,"Деятельность по предоставлению услуг по передаче данных и услуг доступа к информационно-коммуникационной сети Интернет"
4049,2,61,10,4,"Деятельность в области документальной электросвязи"
4050,2,61,10,5,"Деятельность по трансляции телерадиоканалов по сетям кабельного телерадиовещания"
4051,2,61,10,6,"Деятельность операторов связи по присоединению и пропуску трафика"
4052,2,61,10,8,"Деятельность операторов связи по присоединению и пропуску международного трафика"
4053,2,61,10,9,"Деятельность в области связи на базе проводных технологий прочая"
4054,2,61,2,0,"Деятельность в области связи на базе беспроводных технологий"
4055,2,61,20,0,"Деятельность в области связи на базе беспроводных технологий"
4056,2,61,20,1,"Деятельность по предоставлению услуг подвижной связи для целей передачи голоса"
4057,2,61,20,2,"Деятельность по предоставлению услуг подвижной связи для целей передачи данных"
4058,2,61,20,3,"Деятельность по предоставлению услуг подвижной связи для доступа к информационно-коммуникационной сети Интернет"
4059,2,61,20,4,"Деятельность по предоставлению услуг связи для целей открытого эфирного вещания"
4060,2,61,20,5,"Деятельность по предоставлению услуг цифрового телерадиовещания на базе беспроводных технологий"
4061,2,61,3,0,"Деятельность в области спутниковой связи"
4062,2,61,30,0,"Деятельность в области спутниковой связи"
4063,2,61,30,1,"Деятельность по предоставлению услуг доступа к информационно-коммуникационной сети Интернет оператором спутниковой связи"
4064,2,61,30,2,"Деятельность по предоставлению услуг трансляции телерадиоканалов по сетям спутникового телерадиовещания"
4065,2,61,9,0,"Деятельность в области телекоммуникаций прочая"
4066,2,61,90,0,"Деятельность в области телекоммуникаций прочая"
4067,2,62,0,0,"Разработка компьютерного программного обеспечения, консультационные услуги в данной области и другие сопутствующие услуги"
4068,2,62,1,0,"Разработка компьютерного программного обеспечения"
4069,2,62,2,0,"Деятельность консультативная и работы в области компьютерных технологий"
4070,2,62,2,1,"Деятельность по планированию, проектированию компьютерных систем"
4071,2,62,2,2,"Деятельность по обследованию и экспертизе компьютерных систем"
4072,2,62,2,3,"Деятельность по обучению пользователей"
4073,2,62,2,4,"Деятельность по подготовке компьютерных систем к эксплуатации"
4074,2,62,2,9,"Деятельность консультативная в области компьютерных технологий прочая"
4075,2,62,3,0,"Деятельность по управлению компьютерным оборудованием"
4076,2,62,3,1,"Деятельность по управлению компьютерными системами"
4077,2,62,3,11,"Деятельность по управлению компьютерными системами непосредственно"
4078,2,62,3,12,"Деятельность по управлению компьютерными системами дистанционно"
4079,2,62,3,13,"Деятельность по сопровождению компьютерных систем"
4080,2,62,3,19,"Деятельность по управлению компьютерным оборудованием прочая, не включенная в другие группировки"
4081,2,62,9,0,"Деятельность, связанная с использованием вычислительной техники и информационных технологий, прочая"
4082,2,63,0,0,"Деятельность в области информационных технологий"
4083,2,63,1,0,"Деятельность по обработке данных, предоставление услуг по размещению информации, деятельность порталов в информационно-коммуникационной сети Интернет"
4084,2,63,11,0,"Деятельность по обработке данных, предоставление услуг по размещению информации и связанная с этим деятельность"
4085,2,63,11,1,"Деятельность по созданию и использованию баз данных и информационных ресурсов"
4086,2,63,11,9,"Деятельность по предоставлению услуг по размещению информации прочая"
4087,2,63,12,0,"Деятельность web-порталов"
4088,2,63,12,1,"Деятельность сетевых изданий"
4089,2,63,9,0,"Деятельность в области информационных услуг прочая"
4090,2,63,91,0,"Деятельность информационных агентств"
4091,2,63,99,0,"Деятельность информационных служб прочая, не включенная в другие группировки"
4092,2,63,99,1,"Деятельность по оказанию консультационных и информационных услуг"
4093,2,63,99,11,"Деятельность по оказанию компьютерных информационных услуг телефонной связи"
4094,2,63,99,12,"Деятельность по оказанию услуг службами информационного поиска по договору или на платной основе"
4095,2,63,99,2,"Деятельность по оказанию услуг по составлению обзоров новостей, услуг по подборке печатных изданий и подобной информации"
4096,2,64,0,0,"Деятельность по предоставлению финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению"
4097,2,64,1,0,"Денежное посредничество"
4098,2,64,11,0,"Деятельность Центрального банка Российской Федерации (Банка России)"
4099,2,64,19,0,"Денежное посредничество прочее"
4100,2,64,2,0,"Деятельность холдинговых компаний"
4101,2,64,20,0,"Деятельность холдинговых компаний"
4102,2,64,3,0,"Деятельность инвестиционных фондов и аналогичных финансовых организаций"
4103,2,64,30,0,"Деятельность инвестиционных фондов и аналогичных финансовых организаций"
4104,2,64,9,0,"Деятельность по предоставлению прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению"
4105,2,64,91,0,"Деятельность по финансовой аренде (лизингу/сублизингу)"
4106,2,64,91,1,"Деятельность по финансовой аренде (лизингу/сублизингу) племенных животных"
4107,2,64,91,2,"Деятельность по финансовой аренде (лизингу/сублизингу) в прочих областях, кроме племенных животных"
4108,2,64,92,0,"Предоставление займов и прочих видов кредита"
4109,2,64,92,1,"Деятельность по предоставлению потребительского кредита"
4110,2,64,92,2,"Деятельность по предоставлению займов промышленности"
4111,2,64,92,3,"Деятельность по предоставлению денежных ссуд под залог недвижимого имущества"
